region,anzsic_descriptor,anzsic_descriptor2,category,gas,units,magnitude,year,data_val
Southland,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,6.47
Southland,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,6.38
Southland,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,6.27
Southland,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,6.51
Southland,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,6.64
Southland,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,6.76
Southland,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,6.91
Southland,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,7.21
Southland,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,7.2
Southland,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,7.08
Southland,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,6.92
Southland,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,6.81
Southland,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,6.56
Southland,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,6.52
Southland,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,165.96
Southland,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,161
Southland,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,160.75
Southland,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,163.32
Southland,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,163
Southland,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,162.32
Southland,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,159.85
Southland,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,157.27
Southland,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,160.91
Southland,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,158.83
Southland,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,157.31
Southland,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,152.16
Southland,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,155.71
Southland,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,148.52
Southland,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,161.29
Taranaki,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,27.04
Taranaki,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,25.83
Taranaki,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,29.22
Taranaki,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,26.73
Taranaki,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,26.02
Taranaki,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,28.3
Taranaki,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,28.01
Taranaki,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,30.16
Taranaki,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,31.82
Taranaki,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,30.68
Taranaki,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,32.92
Taranaki,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,33.33
Taranaki,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,33.73
Taranaki,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,34.77
Taranaki,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,34.55
Taranaki,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,6.52
Taranaki,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,6.77
Taranaki,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,6.71
Taranaki,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,6.61
Taranaki,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,6.9
Taranaki,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,7.04
Taranaki,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,7.13
Taranaki,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,7.33
Taranaki,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,7.84
Taranaki,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,7.94
Taranaki,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,7.77
Taranaki,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,7.49
Taranaki,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,7.52
Taranaki,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,7.1
Taranaki,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,6.85
Taranaki,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,186.8
Taranaki,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,180.57
Taranaki,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,180.21
Taranaki,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,182.3
Taranaki,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,181.94
Taranaki,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,180.19
Taranaki,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,175.36
Taranaki,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,178.68
Taranaki,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,191.13
Taranaki,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,196.07
Taranaki,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,190.64
Taranaki,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,170.63
Taranaki,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,182.42
Taranaki,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,160.62
Taranaki,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,154.95
Tasman,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,4.28
Tasman,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,3.98
Tasman,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,3.97
Tasman,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,3.44
Tasman,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,3.44
Tasman,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,3.56
Tasman,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,3.44
Tasman,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,3.55
Tasman,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,3.69
Tasman,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,3.62
Tasman,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,3.82
Tasman,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,3.83
Tasman,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,3.92
Tasman,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,3.87
Tasman,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,3.9
Tasman,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,3.7
Tasman,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,3.82
Tasman,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,3.83
Tasman,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,3.82
Tasman,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,4.01
Tasman,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,4.08
Tasman,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,4.17
Tasman,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,4.27
Tasman,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,4.51
Tasman,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,4.58
Tasman,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,4.66
Tasman,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,4.64
Tasman,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,4.54
Tasman,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,4.5
Tasman,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,4.56
Tasman,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,83.3
Tasman,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,80.47
Tasman,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,80.6
Tasman,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,81.96
Tasman,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,82.36
Tasman,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,82.39
Tasman,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,81.88
Tasman,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,82.62
Tasman,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,87.96
Tasman,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,90.12
Tasman,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,98.99
Tasman,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,97.25
Tasman,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,90.18
Tasman,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,87.37
Tasman,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,96.25
Tasman/Nelson,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,8.93
Tasman/Nelson,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,8.28
Tasman/Nelson,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,8.31
Tasman/Nelson,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,7.18
Tasman/Nelson,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,7.13
Tasman/Nelson,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,7.34
Tasman/Nelson,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,7.07
Tasman/Nelson,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,7.32
Tasman/Nelson,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,7.61
Tasman/Nelson,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,7.46
Tasman/Nelson,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,7.87
Tasman/Nelson,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,7.9
Tasman/Nelson,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,8.06
Tasman/Nelson,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,7.96
Tasman/Nelson,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,7.95
Tasman/Nelson,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,5.08
Tasman/Nelson,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,5.3
Tasman/Nelson,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,5.28
Tasman/Nelson,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,5.23
Tasman/Nelson,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,5.54
Tasman/Nelson,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,5.67
Tasman/Nelson,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,5.79
Tasman/Nelson,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,5.94
Tasman/Nelson,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,6.26
Tasman/Nelson,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,6.31
Tasman/Nelson,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,6.38
Tasman/Nelson,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,6.31
Tasman/Nelson,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,6.01
Tasman/Nelson,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,5.82
Tasman/Nelson,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,5.92
Tasman/Nelson,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,163.11
Tasman/Nelson,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,158.02
Tasman/Nelson,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,157.9
Tasman/Nelson,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,160.06
Tasman/Nelson,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,159.09
Tasman/Nelson,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,158.02
Tasman/Nelson,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,156.98
Tasman/Nelson,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,156.83
Tasman/Nelson,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,156.36
Tasman/Nelson,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,157.54
Tasman/Nelson,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,168.88
Tasman/Nelson,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,166.14
Tasman/Nelson,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,148.73
Tasman/Nelson,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,140.03
Tasman/Nelson,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,157.26
Waikato,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,81.41
Waikato,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,76.44
Waikato,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,86.54
Waikato,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,76.76
Waikato,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,75.54
Waikato,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,79.36
Waikato,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,76.95
Waikato,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,81.54
Waikato,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,85.12
Waikato,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,81.2
Waikato,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,85.55
Waikato,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,85.36
Waikato,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,86.43
Waikato,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,88.56
Waikato,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,88.06
Waikato,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,22.74
Waikato,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,23.61
Waikato,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,23.4
Waikato,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,22.92
Waikato,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,24.08
Waikato,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,24.52
Waikato,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,24.78
Waikato,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,25.47
Waikato,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,27.41
Waikato,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,27.97
Waikato,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,28.22
Waikato,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,29.6
Waikato,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,29.99
Waikato,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,28.61
Waikato,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,28
Waikato,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,822.91
Waikato,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,794.28
Waikato,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,790.88
Waikato,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,798.01
Waikato,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,797.45
Waikato,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,790.47
Waikato,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,785.23
Waikato,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,775.78
Waikato,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,803.29
Waikato,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,827.17
Waikato,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,861.34
Waikato,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,975.11
Waikato,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,1039.35
Waikato,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,951.64
Waikato,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,975.28
Wellington,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,93.9
Wellington,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,88.63
Wellington,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,99.54
Wellington,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,89.28
Wellington,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,87.17
Wellington,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,93.37
Wellington,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,91.45
Wellington,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,98.02
Wellington,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,103.21
Wellington,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,99.29
Wellington,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,106.11
Wellington,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,106.97
Wellington,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,108.34
Wellington,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,111.15
Wellington,Households,Total,Heating/cooling,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,110.88
Wellington,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,14.89
Wellington,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,15.85
Wellington,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,15.55
Wellington,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,14.99
Wellington,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,16.1
Wellington,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,16.55
Wellington,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,16.8
Wellington,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,17.28
Wellington,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,19.14
Wellington,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,19.38
Wellington,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,19.12
Wellington,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,18.56
Wellington,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,17.81
Wellington,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,15.96
Wellington,Households,Total,Other,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,14.89
Wellington,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,665.74
Wellington,Households,Total,Transport,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,643.01
