region,anzsic_descriptor,anzsic_descriptor2,category,gas,units,magnitude,year,data_val
Tasman/Nelson,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,17.73
Waikato,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,58.65
Waikato,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,59.87
Waikato,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,60.94
Waikato,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,57.65
Waikato,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,57.01
Waikato,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,53.53
Waikato,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,54.54
Waikato,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,56.17
Waikato,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,54.36
Waikato,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,54.59
Waikato,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,57.32
Waikato,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,52.27
Waikato,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,62.01
Waikato,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,60.86
Wellington,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,64.37
Wellington,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,66.25
Wellington,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,68.68
Wellington,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,65.08
Wellington,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,65.63
Wellington,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,62.29
Wellington,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,65.8
Wellington,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,63.89
Wellington,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,60.45
Wellington,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,64.49
Wellington,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,66.08
Wellington,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,58.35
Wellington,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,67.84
Wellington,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,66.58
West Coast,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,6.17
West Coast,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,6.62
West Coast,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,7
West Coast,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,6.58
West Coast,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,6.55
West Coast,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,6.36
West Coast,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,6.89
West Coast,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,6.79
West Coast,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,6.06
West Coast,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,6.37
West Coast,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,6.46
West Coast,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,6.37
West Coast,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,6.48
West Coast,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,6.33
Auckland,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,2623.43
Auckland,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,2530.81
Auckland,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,2533.6
Auckland,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,2539.29
Auckland,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,2536.34
Auckland,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,2520.97
Auckland,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,2525.78
Auckland,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,2583.66
Auckland,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,2741.77
Auckland,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,2852.39
Auckland,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,2980.89
Auckland,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,2957.66
Auckland,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,2872.83
Auckland,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,2410.43
Auckland,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,2401.71
Bay of Plenty,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,532.38
Bay of Plenty,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,513.29
Bay of Plenty,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,514.73
Bay of Plenty,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,516.34
Bay of Plenty,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,514.7
Bay of Plenty,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,511.92
Bay of Plenty,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,511.05
Bay of Plenty,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,511.33
Bay of Plenty,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,555.74
Bay of Plenty,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,589.52
Bay of Plenty,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,626.01
Bay of Plenty,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,626.44
Bay of Plenty,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,629.97
Bay of Plenty,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,589.39
Bay of Plenty,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,612.28
Canterbury,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,1126.21
Canterbury,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,1087.47
Canterbury,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,1085.73
Canterbury,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,1085.24
Canterbury,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,1079.9
Canterbury,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,1071.46
Canterbury,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,1069.86
Canterbury,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,1131.1
Canterbury,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,1122.78
Canterbury,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,1095.79
Canterbury,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,1112.81
Canterbury,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,1103.74
Canterbury,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,1040.44
Canterbury,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,985.79
Canterbury,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,980.29
Gisborne,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,75.87
Gisborne,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,73.54
Gisborne,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,73.88
Gisborne,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,74.05
Gisborne,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,73.57
Gisborne,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,73.37
Gisborne,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,71.46
Gisborne,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,73.49
Gisborne,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,76.39
Gisborne,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,77.4
Gisborne,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,81.5
Gisborne,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,75.28
Gisborne,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,71.12
Gisborne,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,69.13
Gisborne,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,73.4
Hawke's Bay,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,281.22
Hawke's Bay,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,271.13
Hawke's Bay,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,270.97
Hawke's Bay,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,270.27
Hawke's Bay,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,268.59
